,X,date,exp_num,exp_subrun,resp_run,e_coli_plate,vial_ID,vial_id_copy_pasted,resp_rate,resp_rate_SA_corr,abs_resp_rate_SA_corr,treat_ID_full,treat_ID_dose_temp_food,NO3_mean_observed,NH4_mean_observed,treat_ID_collapsed_controls,food_sym_state,N_species_dose,N_species,control_or_nutrient,N_dose,temp,food,sym_state,beetag,exp_run_full,beetag_exprun,col_num,jar_unique_ID,broken_or_damaged,NO3_category
496,22,08_20_22,2,B,1,0,B6,B6,-0.00236,-0.103860755,0.103860755,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G37Y32,2B,G37Y32_exp2B,217,112,0,Low
497,12,08_20_22,2,B,1,0,D3,D3,-0.00323,-0.104599018,0.104599018,N_0_20_F_S,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B14G17,2B,B14G17_exp2B,159,97,0,Low
498,8,09_01_22,3,A,3,0,D2,D2,-0.00512,-0.104691345,0.104691345,N_5_30_S_S,N_5_30_S,6.857,15.961,N_5_30_S_S,S_S,N_5,N,Nitrate,5,30,S,S,Y12B65,3A,Y12B65_exp3A,239,153,0,Elevated
499,9,09_01_22,3,A,3,1,A3,A3,-0.00357,-0.10488483,0.10488483,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10_20_F_A,F_A,A_10,A,Ammonium,10,20,F,A,R11W51,3A,R11W51_exp3A,237,147,0,Low
500,15,08_20_22,2,B,3,1,C4,C4,-0.00516,-0.104985586,0.104985586,A_10_30_S_A,A_10_30_S,3.6255,21.30325,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R20W88,2B,R20W88_exp2B,225,114,0,Low
501,6,08_20_22,2,B,3,1,B2,B2,-0.003,-0.105087146,0.105087146,N_5_30_F_S,N_5_30_F,5.8445,11.501,N_5_30_F_S,F_S,N_5,N,Nitrate,5,30,F,S,Y14B79,2B,Y14B79_exp2B,223,124,0,Low
502,10,7_26_22,1,B,2,0,B3,B3,-0.00348,-0.105224162,0.105224162,N_1.5_30_F_A,N_1.5_30_F,2.5815,11.0275,N_1.5_30_F_A,F_A,N_1.5,N,Nitrate,1.5,30,F,A,G23Y2820,1B,G23Y2820_exp1B,183,41,0,Low
503,6,7_26_22,1,A,3,0,B2,B2,-0.00354,-0.10531396,0.10531396,N_5_30_F_S,N_5_30_F,5.8445,11.501,N_5_30_F_S,F_S,N_5,N,Nitrate,5,30,F,S,Y2B22,1A,Y2B22_exp1A,149,31,0,Low
504,24,7_26_22,1,A,1,0,D6,D6,-0.00785,-0.105430925,0.105430925,A_5_30_F_S,A_5_30_F,2.6645,10.267,A_5_30_F_S,F_S,A_5,A,Ammonium,5,30,F,S,G32Y93,1A,G32Y93_exp1A,157,14,0,Low
505,15,09_01_22,3,A,2,1,C4,C4,-0.00594,-0.105514307,0.105514307,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5_20_F_A,F_A,A_7.5,A,Ammonium,7.5,20,F,A,Y4B32,3A,Y4B32_exp3A,237,158,0,Low
506,19,09_01_22,3,A,1,1,C5,C5,-0.00489,-0.105525172,0.105525172,N_0_30_S_S,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B26G51,3A,B26G51_exp3A,239,134,0,Low
507,12,7_26_22,1,B,1,1,D3,D3,-0.00306,-0.105677898,0.105677898,N_0_20_F_A,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_A,F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B22G29,1B,B22G29_exp1B,183,34,0,Low
508,23,08_20_22,2,B,1,1,C6,C6,-0.00722,-0.105679478,0.105679478,A_5_20_S_S,A_5_20_S,3.4665,11.236,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G37Y33,2B,G37Y33_exp2B,233,112,0,Low
509,17,08_15_22,2,A,2,0,A5,A5,-0.00316,-0.105747002,0.105747002,A_7.5_20_S_S,A_7.5_20_S,2.461,13.123,A_7.5_20_S_S,S_S,A_7.5,A,Ammonium,7.5,20,S,S,Y8B48,2A,Y8B48_exp2A,201,96,0,Low
510,13,09_01_22,3,A,1,0,A4,A4,-0.0067,-0.105758245,0.105758245,N_0_20_S_A,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B22G30,3A,B22G30_exp3A,237,130,0,Low
511,8,7_26_22,1,A,2,1,D2,D2,-0.00329,-0.105815259,0.105815259,N_1.5_20_S_A,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_A,S_A,N_1.5,N,Nitrate,1.5,20,S,A,G31Y80,1A,G31Y80_exp1A,168,13,0,Low
512,23,08_15_22,2,A,2,1,C6,C6,-0.00416,-0.10596826,0.10596826,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5_20_F_A,F_A,N_5,N,Nitrate,5,20,F,A,Y3B27,2A,Y3B27_exp2A,226,93,0,Elevated
513,8,7_26_22,1,B,1,0,D2,D2,-0.00427,-0.106007159,0.106007159,A_0_30_F_S,A_0_30_F,2.3655,16.977,CNTRL_0_30_F_S,F_S,CNTRL_0,CNTRL,Control,0,30,F,S,B13G10,1B,B13G10_exp1B,167,33,0,Low
514,12,09_05_22,3,B,3,1,D3,D3,-0.00343,-0.106349656,0.106349656,A_10_20_S_S,A_10_20_S,3.133,20.30575,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,O22W47,3B,O22W47_exp3B,255,172,0,Low
515,23,7_26_22,1,B,2,1,C6,C6,-0.00484,-0.106636622,0.106636622,N_5_20_F_S,N_5_20_F,7.0775,5.2485,N_5_20_F_S,F_S,N_5,N,Nitrate,5,20,F,S,Y5B39,1B,Y5B39_exp1B,171,62,0,Elevated
516,23,09_05_22,3,B,2,0,C6,C6,-0.0023,-0.107037611,0.107037611,N_5_20_F_S,N_5_20_F,7.0775,5.2485,N_5_20_F_S,F_S,N_5,N,Nitrate,5,20,F,S,O12Y4,3B,O12Y4_exp3B,246,164,0,Elevated
517,17,09_01_22,3,A,2,1,A5,A5,-0.00693,-0.107109211,0.107109211,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5_20_S_A,S_A,A_7.5,A,Ammonium,7.5,20,S,A,Y7B42,3A,Y7B42_exp3A,238,159,0,Low
518,18,08_15_22,2,A,1,0,B5,B5,-0.00713,-0.107485748,0.107485748,N_0_30_S_S,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B26G51,2A,B26G51_exp2A,196,70,0,Low
519,17,7_26_22,1,B,1,0,A5,A5,-0.00243,-0.107533066,0.107533066,N_0_30_S_A,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_A,S_A,CNTRL_0,CNTRL,Control,0,30,S,A,B32G83,1B,B32G83_exp1B,166,40,0,Low
520,23,7_26_22,1,B,3,1,C6,C6,-0.00306,-0.107721772,0.107721772,N_18_30_S_A,N_18_30_S,17.905,15.95375,N_18_30_S_A,S_A,N_18,N,Nitrate,18,30,S,A,R17W83,1B,R17W83_exp1B,184,54,0,Elevated
521,8,08_15_22,2,A,1,0,D2,D2,-0.00542,-0.10791498,0.10791498,A_0_30_F_S,A_0_30_F,2.3655,16.977,CNTRL_0_30_F_S,F_S,CNTRL_0,CNTRL,Control,0,30,F,S,B28G62,2A,B28G62_exp2A,198,71,0,Low
522,15,09_01_22,3,A,1,0,C4,C4,-0.00464,-0.108061135,0.108061135,N_0_30_F_A,N_0_30_F,1.5285,13.0625,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,B25G44,3A,B25G44_exp3A,237,133,0,Low
523,15,7_26_22,1,A,1,1,C4,C4,-0.00514,-0.1082725,0.1082725,N_0_20_S_S,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B15G25,1A,B15G25_exp1A,157,2,0,Low
524,7,7_26_22,1,A,2,1,C2,C2,-0.00507,-0.108990843,0.108990843,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_S,F_S,N_1.5,N,Nitrate,1.5,20,F,S,G29Y74,1A,G29Y74_exp1A,153,12,0,Low
525,21,09_05_22,3,B,3,1,A6,A6,-0.00694,-0.109148269,0.109148269,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18_30_F_A,F_A,N_18,N,Nitrate,18,30,F,A,W15O69,3B,W15O69_exp3B,242,183,0,Elevated
526,15,7_26_22,1,A,2,0,C4,C4,-0.00434,-0.109400745,0.109400745,A_7.5_20_F_S,A_7.5_20_F,3.24,11.789,A_7.5_20_F_S,F_S,A_7.5,A,Ammonium,7.5,20,F,S,Y11B59,1A,Y11B59_exp1A,155,27,0,Low
527,14,08_15_22,2,A,2,1,B4,B4,-0.00482,-0.109437249,0.109437249,N_1.5_30_S_S,N_1.5_30_S,6.054,19.77225,N_1.5_30_S_S,S_S,N_1.5,N,Nitrate,1.5,30,S,S,G34Y11,2A,G34Y11_exp2A,211,78,0,Elevated
528,14,7_26_22,1,B,1,1,B4,B4,-0.00228,-0.109507129,0.109507129,N_0_20_S_A,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B23G35,1B,B23G35_exp1B,184,35,0,Low
529,15,08_20_22,2,B,3,0,C4,C4,-0.00416,-0.109594191,0.109594191,A_10_30_S_A,A_10_30_S,3.6255,21.30325,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R20W87,2B,R20W87_exp2B,184,114,0,Low
530,16,09_01_22,3,A,3,1,D4,D4,-0.00559,-0.109642747,0.109642747,A_10_30_S_S,A_10_30_S,3.6255,21.30325,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R21W55,3A,R21W55_exp3A,243,152,0,Low
531,12,7_26_22,1,B,2,0,D3,D3,-0.00344,-0.109724891,0.109724891,N_1.5_30_S_A,N_1.5_30_S,6.054,19.77225,N_1.5_30_S_A,S_A,N_1.5,N,Nitrate,1.5,30,S,A,G24Y40,1B,G24Y40_exp1B,166,42,0,Elevated
532,19,08_15_22,2,A,3,1,C5,C5,-0.0036,-0.109767767,0.109767767,N_18_20_S_A,N_18_20_S,13.03475,9.2295,N_18_20_S_A,S_A,N_18,N,Nitrate,18,20,S,A,R10W47,2A,R10W47_exp2A,228,82,0,Elevated
533,12,09_05_22,3,B,3,0,D3,D3,-0.00528,-0.109877326,0.109877326,A_10_20_S_S,A_10_20_S,3.133,20.30575,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,O22W46,3B,O22W46_exp3B,249,172,0,Low
534,10,09_01_22,3,A,2,1,B3,B3,-0.00637,-0.110002581,0.110002581,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_S,S_S,N_1.5,N,Nitrate,1.5,20,S,S,G24Y43,3A,G24Y43_exp3A,239,138,0,Low
535,15,09_01_22,3,A,3,0,C4,C4,-0.00425,-0.11011848,0.11011848,A_10_30_S_A,A_10_30_S,3.6255,21.30325,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R21W94,3A,R21W94_exp3A,237,152,0,Low
536,4,7_26_22,1,A,3,1,D1,D1,-0.00616,-0.110184548,0.110184548,N_5_20_S_S,N_5_20_S,5.87925,8.4235,N_5_20_S_S,S_S,N_5,N,Nitrate,5,20,S,S,Y10B54,1A,Y10B54_exp1A,157,26,0,Low
537,20,7_26_22,1,A,3,0,D5,D5,-0.00531,-0.110401615,0.110401615,N_18_20_S_S,N_18_20_S,13.03475,9.2295,N_18_20_S_S,S_S,N_18,N,Nitrate,18,20,S,S,R5W26,1A,R5W26_exp1A,154,21,0,Elevated
538,16,08_20_22,2,B,3,1,D4,D4,-0.00314,-0.110576094,0.110576094,A_10_30_S_S,A_10_30_S,3.6255,21.30325,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R20W92,2B,R20W92_exp2B,223,114,0,Low
539,12,7_26_22,1,B,3,1,D3,D3,-0.00497,-0.110647829,0.110647829,A_10_20_S_S,A_10_20_S,3.133,20.30575,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R14W74,1B,R14W74_exp1B,182,52,0,Low
540,14,7_26_22,1,B,2,0,B4,B4,-0.00422,-0.110660737,0.110660737,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5_20_F_A,F_A,A_7.5,A,Ammonium,7.5,20,F,A,Y20B95,1B,Y20B95_exp1B,178,58,0,Low
541,23,09_05_22,3,B,1,0,C6,C6,-0.00703,-0.110733922,0.110733922,A_5_30_F_A,A_5_30_F,2.6645,10.267,A_5_30_F_A,F_A,A_5,A,Ammonium,5,30,F,A,W8O36,3B,W8O36_exp3B,242,192,0,Low
542,20,7_26_22,1,A,2,1,D5,D5,-0.0039,-0.111078813,0.111078813,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_A,S_A,A_7.5,A,Ammonium,7.5,30,S,A,Y21B5628,1A,Y21B5628_exp1A,156,32,0,Low
543,14,09_01_22,3,A,1,1,B4,B4,-0.00347,-0.11142044,0.11142044,N_0_20_S_A,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B22G29,3A,B22G29_exp3A,237,130,0,Low
544,16,7_26_22,1,B,2,0,D4,D4,-0.00387,-0.111494448,0.111494448,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5_20_S_A,S_A,A_7.5,A,Ammonium,7.5,20,S,A,Y23B1026,1B,Y23B1026_exp1B,187,59,0,Low
545,17,7_26_22,1,A,3,1,A5,A5,-0.00378,-0.111574921,0.111574921,N_18_20_F_A,N_18_20_F,10.9255,4.173,N_18_20_F_A,F_A,N_18,N,Nitrate,18,20,F,A,R3W8,1A,R3W8_exp1A,168,19,0,Elevated
546,14,09_01_22,3,A,1,0,B4,B4,-0.00819,-0.111617353,0.111617353,N_0_20_S_S,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B22G31,3A,B22G31_exp3A,239,130,0,Low
547,15,7_26_22,1,B,2,1,C4,C4,-0.00597,-0.111943937,0.111943937,A_7.5_20_F_S,A_7.5_20_F,3.24,11.789,A_7.5_20_F_S,F_S,A_7.5,A,Ammonium,7.5,20,F,S,Y20B17,1B,Y20B17_exp1B,175,58,0,Low
548,8,7_26_22,1,A,1,1,D2,D2,-0.00448,-0.112395863,0.112395863,A_0_30_F_A,A_0_30_F,2.3655,16.977,CNTRL_0_30_F_A,F_A,CNTRL_0,CNTRL,Control,0,30,F,A,B31G77,1A,B31G77_exp1A,160,6,0,Low
549,13,09_05_22,3,B,3,0,A4,A4,-0.00541,-0.112705563,0.112705563,A_10_30_F_A,A_10_30_F,2.017,22.001,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,W17O78,3B,W17O78_exp3B,242,185,0,Low
550,17,7_26_22,1,A,2,1,A5,A5,-0.00445,-0.112740043,0.112740043,A_7.5_20_S_S,A_7.5_20_S,2.461,13.123,A_7.5_20_S_S,S_S,A_7.5,A,Ammonium,7.5,20,S,S,Y17B92,1A,Y17B92_exp1A,144,30,0,Low
551,11,08_15_22,2,A,3,1,C3,C3,-0.00414,-0.112870716,0.112870716,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R13W64,2A,R13W64_exp2A,233,84,0,Low
552,16,08_15_22,2,A,3,1,D4,D4,-0.00327,-0.113263849,0.113263849,A_10_30_S_S,A_10_30_S,3.6255,21.30325,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R21W55,2A,R21W55_exp2A,233,88,0,Low
553,23,7_26_22,1,A,2,1,C6,C6,-0.00391,-0.113456239,0.113456239,N_5_20_F_S,N_5_20_F,7.0775,5.2485,N_5_20_F_S,F_S,N_5,N,Nitrate,5,20,F,S,Y1B12,1A,Y1B12_exp1A,153,25,0,Elevated
554,20,09_05_22,3,B,1,0,D5,D5,-0.00555,-0.113529348,0.113529348,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,O10G17,3B,O10G17_exp3B,248,162,0,Low
555,19,09_01_22,3,A,1,0,C5,C5,-0.00537,-0.113755355,0.113755355,A_5_20_F_A,A_5_20_F,2.518,13.433,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G30Y76,3A,G30Y76_exp3A,237,139,0,Low
556,9,08_15_22,2,A,2,1,A3,A3,-0.00604,-0.11382807,0.11382807,N_1.5_20_S_A,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_A,S_A,N_1.5,N,Nitrate,1.5,20,S,A,G24Y42,2A,G24Y42_exp2A,228,74,0,Low
557,13,7_26_22,1,B,1,0,A4,A4,-0.00281,-0.114291338,0.114291338,N_0_20_S_A,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B23G33,1B,B23G33_exp1B,166,35,0,Low
558,12,08_15_22,2,A,1,1,D3,D3,-0.00394,-0.114374527,0.114374527,N_0_20_F_A,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_A,F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B13G8,2A,B13G8_exp2A,226,65,0,Low
559,7,08_20_22,2,B,1,1,C2,C2,-0.00376,-0.11439849,0.11439849,A_0_20_S_S,A_0_20_S,1.605,5.6645,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B30G76,2B,B30G76_exp2B,233,100,0,Low
560,9,7_26_22,1,B,3,1,A3,A3,-0.0062,-0.11440956,0.11440956,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10_20_F_A,F_A,A_10,A,Ammonium,10,20,F,A,R13W64,1B,R13W64_exp1B,184,51,0,Low
561,21,08_15_22,2,A,3,1,A6,A6,-0.00454,-0.115291612,0.115291612,N_18_30_F_A,N_18_30_F,11.664,8.8355,N_18_30_F_A,F_A,N_18,N,Nitrate,18,30,F,A,R14W72,2A,R14W72_exp2A,228,85,0,Elevated
562,22,09_01_22,3,A,2,1,B6,B6,-0.00381,-0.11543992,0.11543992,A_7.5_30_S_S,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_S,S_S,A_7.5,A,Ammonium,7.5,30,S,S,Y20B100,3A,Y20B100_exp3A,241,156,0,Low
563,20,08_15_22,2,A,1,0,D5,D5,-0.00885,-0.115699124,0.115699124,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G30Y79,2A,G30Y79_exp2A,220,75,0,Low
564,21,09_05_22,3,B,2,0,A6,A6,-0.00311,-0.115747556,0.115747556,A_7.5_30_S_S,A_7.5_30_S,3.125,19.2815,A_7.5_30_S_S,S_S,A_7.5,A,Ammonium,7.5,30,S,S,W14O64,3B,W14O64_exp3B,245,182,0,Low
565,22,7_26_22,1,B,2,1,B6,B6,-0.00243,-0.115825285,0.115825285,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5_20_F_A,F_A,N_5,N,Nitrate,5,20,F,A,Y5B36,1B,Y5B36_exp1B,169,62,0,Elevated
566,23,7_26_22,1,B,2,0,C6,C6,-0.00654,-0.116540883,0.116540883,N_5_20_F_S,N_5_20_F,7.0775,5.2485,N_5_20_F_S,F_S,N_5,N,Nitrate,5,20,F,S,Y5B38,1B,Y5B38_exp1B,161,62,0,Elevated
567,14,08_15_22,2,A,1,1,B4,B4,-0.00715,-0.116935334,0.116935334,N_0_20_S_A,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B22G30,2A,B22G30_exp2A,228,66,0,Low
568,11,7_26_22,1,B,3,1,C3,C3,-0.00451,-0.117113322,0.117113322,A_10_20_S_A,A_10_20_S,3.133,20.30575,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R14W72,1B,R14W72_exp1B,187,52,0,Low
569,19,7_26_22,1,A,1,1,C5,C5,-0.00492,-0.117202826,0.117202826,N_0_30_S_S,N_0_30_S,3.325,13.65775,CNTRL_0_30_S_S,S_S,CNTRL_0,CNTRL,Control,0,30,S,S,B30G76,1A,B30G76_exp1A,157,5,0,Low
570,24,08_20_22,2,B,1,1,D6,D6,NA,-0.117255949,0.117255949,A_5_30_F_A,A_5_30_F,2.6645,10.267,A_5_30_F_A,F_A,A_5,A,Ammonium,5,30,F,A,G29Y71,2B,G29Y71_exp2B,213,109,0,Low
571,7,7_26_22,1,B,3,1,C2,C2,-0.0041,-0.117364263,0.117364263,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5_30_S_A,S_A,N_5,N,Nitrate,5,30,S,A,Y8B47,1B,Y8B47_exp1B,184,64,0,Elevated
572,24,08_15_22,2,A,2,1,D6,D6,-0.00519,-0.117590743,0.117590743,N_5_20_F_S,N_5_20_F,7.0775,5.2485,N_5_20_F_S,F_S,N_5,N,Nitrate,5,20,F,S,Y3B29,2A,Y3B29_exp2A,206,93,0,Elevated
573,18,09_01_22,3,A,2,0,B5,B5,-0.00421,-0.11760635,0.11760635,A_7.5_30_F_A,A_7.5_30_F,2.424,14.952,A_7.5_30_F_A,F_A,A_7.5,A,Ammonium,7.5,30,F,A,Y13B72,3A,Y13B72_exp3A,237,154,0,Low
574,10,08_20_22,2,B,3,1,B3,B3,-0.00871,-0.117873806,0.117873806,A_10_20_F_S,A_10_20_F,3.503,12.384,A_10_20_F_S,F_S,A_10,A,Ammonium,10,20,F,S,R5W27,2B,R5W27_exp2B,182,117,0,Low
575,12,08_15_22,2,A,3,0,D3,D3,-0.00314,-0.117959849,0.117959849,A_10_20_S_S,A_10_20_S,3.133,20.30575,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R13W65,2A,R13W65_exp2A,205,84,0,Low
576,18,7_26_22,1,A,3,1,B5,B5,-0.00492,-0.118008154,0.118008154,N_18_20_F_S,N_18_20_F,10.9255,4.173,N_18_20_F_S,F_S,N_18,N,Nitrate,18,20,F,S,R3W13,1A,R3W13_exp1A,153,19,0,Elevated
577,9,7_26_22,1,A,2,1,A3,A3,-0.00738,-0.118352282,0.118352282,N_1.5_20_S_S,N_1.5_20_S,3.57675,7.60225,N_1.5_20_S_S,S_S,N_1.5,N,Nitrate,1.5,20,S,S,G31Y85,1A,G31Y85_exp1A,157,13,0,Low
578,15,08_20_22,2,B,1,1,C4,C4,-0.00487,-0.118783515,0.118783515,N_0_20_S_S,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_S,S_S,CNTRL_0,CNTRL,Control,0,20,S,S,B15G25,2B,B15G25_exp2B,208,98,0,Low
579,22,7_26_22,1,A,1,1,B6,B6,-0.00264,-0.118819361,0.118819361,A_5_20_S_A,A_5_20_S,3.4665,11.236,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G27Y55,1A,G27Y55_exp1A,162,10,0,Low
580,4,08_15_22,2,A,1,0,D1,D1,-0.00594,-0.119035998,0.119035998,A_0_20_F_S,A_0_20_F,3.023,4.275,CNTRL_0_20_F_S,F_S,CNTRL_0,CNTRL,Control,0,20,F,S,B23G36,2A,B23G36_exp2A,193,67,0,Low
581,11,7_26_22,1,A,1,0,C3,C3,-0.00489,-0.119251703,0.119251703,N_0_20_F_A,N_0_20_F,1.214,4.6815,CNTRL_0_20_F_A,F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B14G14,1A,B14G14_exp1A,168,1,0,Low
582,7,09_01_22,3,A,2,0,C2,C2,-0.00419,-0.119272188,0.119272188,N_1.5_20_F_S,N_1.5_20_F,4.4475,3.631,N_1.5_20_F_S,F_S,N_1.5,N,Nitrate,1.5,20,F,S,G23Y5017,3A,G23Y5017_exp3A,240,137,0,Low
583,13,7_26_22,1,A,1,0,A4,A4,-0.00296,-0.11931486,0.11931486,N_0_20_S_A,N_0_20_S,3.13625,5.73675,CNTRL_0_20_S_A,S_A,CNTRL_0,CNTRL,Control,0,20,S,A,B15G23,1A,B15G23_exp1A,150,2,0,Low
584,3,08_15_22,2,A,1,0,C1,C1,-0.00501,-0.119535514,0.119535514,"A_0_20_F_A
",A_0_20_F,3.023,4.275,"CNTRL_0_20_F_A
",F_A,CNTRL_0,CNTRL,Control,0,20,F,A,B23G33,2A,B23G33_exp2A,194,67,0,Low
585,13,7_26_22,1,A,3,1,A4,A4,-0.00346,-0.1197012,0.1197012,A_10_30_F_A,A_10_30_F,2.017,22.001,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R12W56,1A,R12W56_exp1A,162,17,0,Low
586,9,08_20_22,2,B,3,1,A3,A3,-0.00358,-0.11994229,0.11994229,A_10_20_F_A,A_10_20_F,3.503,12.384,A_10_20_F_A,F_A,A_10,A,Ammonium,10,20,F,A,R5W22,2B,R5W22_exp2B,213,117,0,Low
587,14,7_26_22,1,A,3,0,B4,B4,-0.00868,-0.120136586,0.120136586,A_10_30_F_S,A_10_30_F,2.017,22.001,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R12W60,1A,R12W60_exp1A,157,17,0,Low
588,21,08_20_22,2,B,1,1,A6,A6,-0.00561,-0.120301961,0.120301961,A_5_20_F_S,A_5_20_F,2.518,13.433,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G36Y28,2B,G36Y28_exp2B,171,111,0,Low
589,18,08_20_22,2,B,3,0,B5,B5,-0.00533,-0.120767422,0.120767422,N_18_20_F_S,N_18_20_F,10.9255,4.173,N_18_20_F_S,F_S,N_18,N,Nitrate,18,20,F,S,R3W12,2B,R3W12_exp2B,205,115,0,Elevated
590,19,7_26_22,1,B,3,1,C5,C5,-0.00439,-0.121060981,0.121060981,N_18_20_S_A,N_18_20_S,13.03475,9.2295,N_18_20_S_A,S_A,N_18,N,Nitrate,18,20,S,A,R11W52,1B,R11W52_exp1B,184,50,0,Elevated
591,14,08_20_22,2,B,3,0,B4,B4,-0.00395,-0.121276914,0.121276914,A_10_30_F_S,A_10_30_F,2.017,22.001,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R12W59,2B,R12W59_exp2B,217,113,0,Low
592,24,7_26_22,1,B,2,0,D6,D6,-0.00815,-0.121617168,0.121617168,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5_20_S_A,S_A,N_5,N,Nitrate,5,20,S,A,Y13B70,1B,Y13B70_exp1B,166,57,0,Low
593,10,09_01_22,3,A,3,1,B3,B3,-0.00522,-0.122127602,0.122127602,A_10_20_F_S,A_10_20_F,3.503,12.384,A_10_20_F_S,F_S,A_10,A,Ammonium,10,20,F,S,R11W54,3A,R11W54_exp3A,241,147,0,Low
594,6,7_26_22,1,B,3,0,B2,B2,-0.00401,-0.122391927,0.122391927,N_5_30_F_S,N_5_30_F,5.8445,11.501,N_5_30_F_S,F_S,N_5,N,Nitrate,5,30,F,S,Y7B43,1B,Y7B43_exp1B,163,63,0,Low
595,10,7_26_22,1,B,3,0,B3,B3,-0.00962,-0.122457266,0.122457266,A_10_20_F_S,A_10_20_F,3.503,12.384,A_10_20_F_S,F_S,A_10,A,Ammonium,10,20,F,S,R13W65,1B,R13W65_exp1B,167,51,0,Low
